packet_id,src,dest,created,delivered,latency,hops
824,18,1,824.0,879.0,55.0,60
816,16,5,816.0,879.0,63.0,66
868,37,43,868.0,880.0,12.0,13
869,32,34,869.0,883.0,14.0,13
870,14,22,870.0,884.0,14.0,15
830,13,53,830.0,884.0,54.0,55
822,27,14,822.0,885.0,63.0,66
811,25,18,811.0,885.0,74.0,78
821,54,46,821.0,885.0,64.0,65
842,2,31,842.0,888.0,46.0,46
841,2,45,841.0,888.0,47.0,48
849,54,24,849.0,893.0,44.0,45
865,55,9,865.0,895.0,30.0,29
843,15,51,843.0,896.0,53.0,55
854,20,50,854.0,897.0,43.0,43
896,12,9,896.0,900.0,4.0,4
874,43,5,874.0,900.0,26.0,25
898,52,53,898.0,901.0,3.0,2
894,34,29,894.0,901.0,7.0,6
837,49,47,837.0,902.0,65.0,67
877,46,5,877.0,902.0,25.0,24
886,53,4,886.0,903.0,17.0,16
848,41,28,848.0,903.0,55.0,56
871,41,5,871.0,906.0,35.0,35
881,19,45,881.0,910.0,29.0,31
856,52,24,856.0,912.0,56.0,57
857,54,35,857.0,912.0,55.0,58
855,3,44,855.0,915.0,60.0,62
860,53,26,860.0,917.0,57.0,58
890,24,39,890.0,918.0,28.0,30
889,58,13,889.0,918.0,29.0,28
916,17,14,916.0,921.0,5.0,6
892,14,35,892.0,921.0,29.0,28
887,51,19,887.0,922.0,35.0,35
918,27,25,918.0,922.0,4.0,3
885,25,49,885.0,922.0,37.0,39
867,15,8,867.0,923.0,56.0,62
906,59,2,906.0,923.0,17.0,18
880,42,0,880.0,923.0,43.0,43
866,22,13,866.0,924.0,58.0,60
891,24,43,891.0,924.0,33.0,36
922,7,6,922.0,925.0,3.0,2
895,16,30,895.0,925.0,30.0,33
864,1,43,864.0,926.0,62.0,63
873,37,17,873.0,926.0,53.0,55
878,17,10,878.0,929.0,51.0,58
876,34,17,876.0,932.0,56.0,62
912,38,57,912.0,934.0,22.0,22
910,58,8,910.0,935.0,25.0,25
930,3,59,930.0,936.0,6.0,5
933,35,33,933.0,936.0,3.0,3
893,9,45,893.0,938.0,45.0,45
884,55,52,884.0,940.0,56.0,58
904,30,42,904.0,941.0,37.0,37
913,12,21,913.0,941.0,28.0,28
902,24,44,902.0,941.0,39.0,41
927,9,16,927.0,942.0,15.0,14
938,8,5,938.0,942.0,4.0,4
882,20,15,882.0,944.0,62.0,64
879,49,37,879.0,944.0,65.0,67
931,16,19,931.0,947.0,16.0,16
888,20,16,888.0,951.0,63.0,65
905,49,28,905.0,952.0,47.0,48
897,8,46,897.0,959.0,62.0,65
911,20,42,911.0,959.0,48.0,49
950,24,31,950.0,959.0,9.0,8
908,16,2,908.0,964.0,56.0,61
925,33,11,925.0,964.0,39.0,41
899,37,22,899.0,965.0,66.0,70
915,52,35,915.0,966.0,51.0,50
936,54,22,936.0,967.0,31.0,31
929,15,49,929.0,968.0,39.0,39
926,11,47,926.0,968.0,42.0,43
907,25,10,907.0,968.0,61.0,66
954,34,40,954.0,969.0,15.0,17
937,51,22,937.0,971.0,34.0,36
923,57,31,923.0,972.0,49.0,49
959,32,41,959.0,974.0,15.0,16
920,48,35,920.0,974.0,54.0,54
914,27,15,914.0,975.0,61.0,63
946,50,10,946.0,976.0,30.0,31
944,4,22,944.0,977.0,33.0,35
968,27,34,968.0,977.0,9.0,10
973,33,34,973.0,979.0,6.0,6
952,53,4,952.0,981.0,29.0,30
942,33,58,942.0,983.0,41.0,42
951,46,57,951.0,983.0,32.0,34
928,22,18,928.0,988.0,60.0,61
958,12,26,958.0,988.0,30.0,31
975,36,42,975.0,991.0,16.0,15
934,10,2,934.0,992.0,58.0,61
965,5,16,965.0,992.0,27.0,28
943,6,41,943.0,992.0,49.0,48
961,31,1,961.0,993.0,32.0,35
992,47,45,992.0,994.0,2.0,3
962,14,39,962.0,997.0,35.0,36
935,8,3,935.0,999.0,64.0,64
940,31,26,940.0,1000.0,60.0,60
956,19,47,956.0,1000.0,44.0,45
980,3,16,980.0,1001.0,21.0,20
977,53,58,977.0,1002.0,25.0,24
969,2,10,969.0,1004.0,35.0,35
991,13,15,991.0,1006.0,15.0,17
971,39,8,971.0,1006.0,35.0,36
953,13,51,953.0,1006.0,53.0,55
945,51,46,945.0,1008.0,63.0,66
996,42,36,996.0,1008.0,12.0,13
982,59,19,982.0,1008.0,26.0,25
966,3,29,966.0,1008.0,42.0,43
941,36,26,941.0,1009.0,68.0,67
957,52,40,957.0,1010.0,53.0,57
986,56,2,986.0,1013.0,27.0,27
960,49,33,960.0,1014.0,54.0,53
981,41,58,981.0,1018.0,37.0,38
976,47,18,976.0,1020.0,44.0,46
978,51,15,978.0,1021.0,43.0,45
967,7,34,967.0,1021.0,54.0,56
963,38,23,963.0,1023.0,60.0,60
984,46,16,984.0,1025.0,41.0,41
974,32,18,974.0,1025.0,51.0,51
997,20,41,997.0,1026.0,29.0,28
989,44,11,989.0,1029.0,40.0,40
998,37,59,998.0,1037.0,39.0,41
979,45,23,979.0,1039.0,60.0,61
987,23,14,987.0,1040.0,53.0,54
995,27,6,995.0,1042.0,47.0,50
985,31,18,985.0,1042.0,57.0,58
988,29,21,988.0,1049.0,61.0,61
993,35,20,993.0,1052.0,59.0,60
994,31,27,994.0,1061.0,67.0,67
999,40,28,999.0,1068.0,69.0,71
